artist_name,track_name,Minor / Major Key Tonality,Harmonic Sophistication
clap your hands say yeah,the skin of my yellow country teeth,1.0,0.2
iggy pop,lust for life,1.0,0.6
the smashing pumpkins,cherub rock,0.8,0.6
afi,prelude 12/21,0.0,0.2
metric,the police and the private,0.0,0.2
the verve,the drugs don't work,1.0,0.2
the beatles,back in the u.s.s.r.,1.0,0.6
placebo,special needs,0.0,0.2
the velvet underground,femme fatale,1.0,0.2
kasabian,reason is treason,0.0,0.2
the doors,riders on the storm,0.2,0.6
the go! team,huddle formation,1.0,0.2
coldplay,a message,1.0,0.2
black rebel motorcycle club,fault line,0.0,0.2
daft punk,voyager,0.4,0.2
portishead,machine gun,0.4,0.6
klaxons,forgotten works,0.2,0.2
the smiths,girlfriend in a coma,1.0,0.2
we are scientists,the great escape,1.0,0.2
nick cave & the bad seeds,where the wild roses grow,0.0,0.2
pixies,bone machine,0.4,0.6
nick drake,one of these things first,1.0,0.6
mogwai,glasgow mega-snake,0.4,0.6
the coral,dreaming of you,1.0,0.2
regina spektor,us,0.0,0.4
damien rice,amie,1.0,0.2
asobi seksu,thursday,1.0,0.2
travis,sing,1.0,0.2
the killers,everything will be alright,0.6,0.2
moby,natural blues,0.0,0.2
placebo,this picture,0.0,0.2
panic at the disco,the only difference between martyrdom and suicide is press coverage,0.4,0.6
gnarls barkley,smiley faces,1.0,0.4
weezer,hash pipe,0.0,0.2
mogwai,friend of the night,0.8,0.2
the shins,mine's not a high horse,0.6,0.6
massive attack,mezzanine,0.0,0.6
nine inch nails,capital g,0.0,0.6
shiny toy guns,le disko,0.0,0.2
metallica,fade to black,0.0,0.6
portishead,all mine,0.0,0.8
the stone roses,she bangs the drums,1.0,0.2
björk,venus as a boy,0.2,0.4
ramones,blitzkrieg bop,1.0,0.0
tool,parabol,0.0,0.2
metric,succexy,0.4,0.2
the knife,na na na,0.0,0.6
ac/dc,thunderstruck,0.8,0.6
belle and sebastian,funny little frog,1.0,0.4
jimi hendrix,hey joe,1.0,0.6
zero 7,destiny,0.4,0.8
cat power,metal heart,0.0,0.2
the verve,bittersweet symphony,1.0,0.2
in flames,only for the weak,0.0,0.2
daft punk,nightvision,0.8,0.2
röyksopp,beautiful day without you,0.6,0.4
kasabian,empire,0.2,0.2
panic at the disco,but it's better if you do,0.0,0.8
broken social scene,kc accidental,0.8,0.2
kings of leon,closer,0.0,0.2
sufjan stevens,jacksonville,0.6,0.6
tegan and sara,walking with a ghost,0.0,0.2
incubus,anna molly,0.6,0.6
the national,squalor victoria,0.0,0.2
patrick wolf,wind in the wires,0.0,0.6
the beatles,a hard day's night,1.0,0.6
nine inch nails,sin,0.0,0.8
britney spears,get naked (i got a plan),0.0,0.2
nine inch nails,head like a hole,0.0,0.2
the knife,from off to on,0.0,0.6
placebo,you don't care about us,0.0,0.8
the velvet underground,venus in furs,0.4,0.0
lily allen,knock 'em out,1.0,0.2
silversun pickups,well thought out twinkles,0.0,0.2
massive attack,man next door,0.0,0.2
the shins,girl sailor,0.8,0.6
tool,the grudge,0.0,0.8
yeah yeah yeahs,tick,0.0,0.2
tool,h.,0.4,0.6
yeah yeah yeahs,fancy,0.4,0.2
placebo,pierrot the clown,0.4,0.2
keane,this is the last time,0.8,0.4
portishead,it's a fire,0.0,0.6
led zeppelin,babe i'm gonna leave you,0.2,0.8
portishead,pedestal,0.0,0.6
the killers,change your mind,1.0,0.2
crystal castles,air war,0.0,0.2
coldplay,life in technicolor,1.0,0.2
coldplay,42,0.6,0.6
lcd soundsystem,daft punk is playing at my house,0.0,0.2
ok go,here it goes again,1.0,0.2
goldfrapp,strict machine,0.0,0.2
the raconteurs,steady as she goes,0.8,0.6
radiohead,kid a,0.4,0.6
radiohead,the tourist,0.6,0.8
jack johnson,good people,1.0,0.2
bright eyes,lover i don't have to love,0.0,0.2
snow patrol,make this go on forever,0.4,0.2
portishead,biscuit,0.0,0.8
regina spektor,hotel song,1.0,0.2
metallica,for whom the bell tolls,0.0,0.2
depeche mode,it's no good,0.0,0.2
feist,the limit to your love,0.0,0.6
the decemberists,here i dreamt i was an architect,0.4,0.2
coldplay,sparks,1.0,0.2
feist,let it die,0.6,0.6
britney spears,freakshow,0.0,0.2
stars,ageless beauty,1.0,0.2
massive attack,black milk,0.0,0.2
rilo kiley,portions for foxes,1.0,0.2
keane,bedshaped,1.0,0.4
the beatles,glass onion,0.8,0.8
silversun pickups,lazy eye,0.6,0.2
p!nk,who knew,1.0,0.2
bloc party,song for clay (disappear here),0.4,0.6
broken social scene,looks just like the sun,1.0,0.2
radiohead,morning bell,0.4,0.8
coldplay,a whisper,0.0,0.4
sigur rós,með blóðnasir,0.4,0.6
kings of leon,four kicks,0.6,0.6
kings of leon,charmer,0.0,0.6
sex pistols,god save the queen,0.6,0.6
daft punk,face to face,0.6,0.6
wilco,i am trying to break your heart,0.6,0.8
the beatles,can't buy me love,1.0,0.0
the white stripes,the hardest button to button,0.6,0.6
a perfect circle,blue,0.0,0.6
rihanna,umbrella (feat. jay-z),0.4,0.2
daft punk,robot rock,0.0,0.0
elliott smith,speed trials,0.6,0.8
oasis,morning glory,0.8,0.6
the shins,black wave,0.0,0.2
interpol,all fired up,0.0,0.2
oasis,some might say,0.8,0.6
architecture in helsinki,do the whirlwind,1.0,0.6
joy division,candidate,0.0,0.6
madonna,get together,0.0,0.2
air,universal traveler,1.0,0.6
antony and the johnsons,my lady story,0.0,0.6
black rebel motorcycle club,promise,0.4,0.6
interpol,wrecking ball,0.0,0.2
thom yorke,the eraser,0.4,0.8
the knife,forest families,0.0,0.2
sigur rós,inní mér syngur vitleysingur,1.0,0.2
the shins,fighting in a sack,1.0,0.6
wolf parade,grounds for divorce,0.4,0.6
bloc party,i still remember,1.0,0.2
boards of canada,roygbiv,1.0,0.2
belle and sebastian,the blues are still blue,1.0,0.4
pink floyd,the happiest days of our lives,0.0,0.6
télépopmusik,breathe,0.0,0.2
a perfect circle,judith,0.0,0.2
death cab for cutie,stable song,0.6,0.2
the cure,lovesong,0.0,0.2
tool,stinkfist,0.4,0.6
the knife,we share our mothers' health,0.0,0.2
sigur rós,andvari,0.6,0.6
the shins,girl inform me,1.0,0.2
the beatles,michelle,0.6,0.8
blonde redhead,23,0.4,0.6
snow patrol,spitting games,1.0,0.2
metric,too little too late,0.0,0.2
band of horses,the great salt lake,1.0,0.2
vampire weekend,cape cod kwassa kwassa,1.0,0.2
cat power,he war,0.8,0.6
antony and the johnsons,for today i am a boy,0.8,0.6
iron & wine,naked as we came,1.0,0.2
mylo,in my arms,0.6,0.2
cat power,i don't blame you,1.0,0.2
daft punk,superheroes,1.0,0.2
elliott smith,say yes,1.0,0.4
madonna,forbidden love,0.0,0.2
elliott smith,alameda,0.6,0.8
maxïmo park,postcard of a painting,0.8,0.6
coldplay,amsterdam,0.6,0.6
lamb,gabriel,0.0,0.4
iggy pop,the passenger,0.0,0.2
muse,micro cuts,0.6,0.8
nirvana,all apologies,0.8,0.6
the beatles,i'm only sleeping,0.0,0.6
franz ferdinand,well that was easy,1.0,0.2
simian mobile disco,i believe,0.0,0.2
the beatles,happiness is a warm gun,0.6,0.8
the smiths,ask,1.0,0.2
röyksopp,triumphant,0.6,0.6
depeche mode,walking in my shoes,0.0,0.6
blur,parklife,1.0,0.2
feist,leisure suite,0.2,0.6
the velvet underground,there she goes again,1.0,0.2
babyshambles,fuck forever,0.8,0.6
britney spears,heaven on earth,0.4,0.2
coldplay,strawberry swing,1.0,0.2
the national,apartment story,0.0,0.2
the beatles,helter skelter,0.8,0.6
lez zeppelin,since i've been loving you,0.2,0.8
joy division,digital,0.4,0.2
system of a down,toxicity,0.0,0.6
the velvet underground,i'll be your mirror,1.0,0.0
kings of convenience,misread,0.6,0.6
the white stripes,i just don't know what to do with myself,0.6,0.8
razorlight,golden touch,1.0,0.2
tegan and sara,i know i know i know,1.0,0.2
cansei de ser sexy,meeting paris hilton,0.0,0.2
dirty pretty things,bang bang you're dead,1.0,0.2
patrick wolf,the libertine,0.0,0.6
the beatles,and your bird can sing,1.0,0.2
the shins,know your onion!,1.0,0.4
tears for fears,mad world,0.0,0.2
anton maiden,the number of the beast,0.0,0.6
audioslave,gasoline,0.0,0.6
queen,we will rock you,1.0,0.0
depeche mode,stripped,0.0,0.2
gorillaz,every planet we reach is dead,0.4,0.8
nine inch nails,terrible lie,0.0,0.6
m.i.a.,jimmy,0.0,0.2
the verve,lucky man,0.8,0.6
feist,when i was a young girl,0.0,0.2
aqualung,brighter than sunshine,1.0,0.2
kings of leon,fans,1.0,0.6
talking heads,once in a lifetime,0.8,0.6
feist,the park,0.0,0.2
belle and sebastian,if she wants me,1.0,0.4
cold war kids,hang me up to dry,0.0,0.2
jeff buckley,so real,0.4,0.6
nirvana,pennyroyal tea,0.2,0.6
kt tunstall,suddenly i see,1.0,0.2
boards of canada,chromakey dreamcoat,0.6,0.6
pink floyd,have a cigar,0.4,0.8
band of horses,the first song,1.0,0.2
modest mouse,the view,0.8,0.6
elliott smith,ballad of big nothing,0.8,0.6
broken social scene,capture the flag,0.4,0.6
snow patrol,it's beginning to get to me,1.0,0.2
placebo,meds (feat. vv of the kills),0.0,0.2
the prodigy,breathe,0.0,0.6
alice in chains,them bones,0.0,0.6
kings of leon,milk,0.0,0.2
elliott smith,pictures of me,0.8,0.6
kings of leon,mcfearless,0.2,0.2
arcade fire,in the backseat,0.4,0.6
kings of leon,red morning light,0.8,0.6
coldplay,parachutes,1.0,0.2
muse,unintended,0.6,0.2
bright eyes,lua,0.8,0.2
the new pornographers,twin cinema,0.8,0.6
bob dylan,blowin' in the wind,1.0,0.2
yeah yeah yeahs,turn into,0.8,0.2
ratatat,seventeen years,0.0,0.2
franz ferdinand,evil and a heathen,0.4,0.2
queen,crazy little thing called love,1.0,0.6
placebo,english summer rain,0.0,0.2
placebo,song to say goodbye,0.4,0.2
justice,let there be light,0.0,0.6
new order,ceremony,1.0,0.2
arcade fire,in the back seat,0.2,0.4
the futureheads,hounds of love,0.8,0.6
depeche mode,wrong,0.0,0.2
clap your hands say yeah,is this love?,1.0,0.2
oasis,roll with it,1.0,0.2
röyksopp,in space,0.0,0.2
the national,start a war,0.6,0.2
wolf parade,modern world,0.8,0.6
snow patrol,you could be happy,1.0,0.2
fleet foxes,ragged wood,0.8,0.6
muse,space dementia,0.4,1.0
coldplay,spies,0.0,0.2
nirvana,breed,0.4,0.2
the dresden dolls,girl anachronism,0.0,0.6
morrissey,you have killed me,1.0,0.2
the killers,glamorous indie rock and roll,1.0,0.4
sonic youth,incinerate,0.6,0.6
the doors,strange days,0.0,0.6
feist,past in present,1.0,0.2
creedence clearwater revisited,fortunate son,1.0,0.6
coldplay,swallowed in the sea,1.0,0.2
in flames,take this life,0.0,0.8
the white stripes,black math,0.4,0.6
lez zeppelin,kashmir,0.6,0.6
the shins,the celibate life,0.8,0.6
the killers,enterlude,1.0,0.2
arctic monkeys,this house is a circus,0.0,0.6
the shins,weird divide,0.6,0.6
a perfect circle,orestes,0.0,0.8
elliott smith,twilight,0.6,0.8
pink floyd,high hopes,0.4,0.4
pixies,gouge away,0.4,0.2
placebo,without you i'm nothing,0.0,0.2
beirut,mount wroclai (idle days),0.4,0.2
black rebel motorcycle club,devil's waitin',0.0,0.2
thom yorke,harrowdown hill,0.0,0.6
oasis,supersonic,1.0,0.6
patrick wolf,bluebells,0.4,0.6
elliott smith,son of sam,1.0,0.6
sigur rós,flugufrelsarinn,0.6,0.6
franz ferdinand,you're the reason i'm leaving,0.8,0.6
bright eyes,we are nowhere and it's now,1.0,0.2
lily allen,friday night,1.0,0.2
the national,green gloves,0.0,0.2
kings of leon,taper jean girl,0.4,0.6
scissor sisters,laura,0.6,0.6
moby,extreme ways,0.0,0.2
bon iver,flume,0.6,0.6
duffy,warwick avenue,1.0,0.2
elliott smith,rose parade,1.0,0.2
metric,hustle rose,0.0,0.2
the strokes,trying your luck,1.0,0.2
elliott smith,somebody that i used to know,0.0,0.6
the beatles,blackbird,1.0,0.4
beirut,cliquot,0.4,0.6
cut copy,feel the love,1.0,0.2
arctic monkeys,only ones who know,0.0,0.6
band of horses,wicked gil,0.8,0.6
death from above 1979,blood on our hands,0.4,0.6
the smiths,pretty girls make graves,0.6,0.6
depeche mode,a pain that i'm used to,0.0,0.6
u2,sometimes you can't make it on your own,1.0,0.2
belle and sebastian,white collar boy,1.0,0.6
gorillaz,o green world,0.0,0.2
vampire weekend,mansard roof,1.0,0.2
portishead,silence,0.0,0.8
moby,lift me up,0.0,0.2
system of a down,chop suey,0.0,0.6
queens of the stone age,feel good hit of the summer,0.4,0.2
feist,the water,0.4,0.4
wolf parade,shine a light,0.6,0.6
tool,the patient,0.4,0.6
tool,lateralus,0.4,0.6
lily allen,alfie,1.0,0.4
the beatles,with a little help from my friends,1.0,0.6
yeah yeah yeahs,black tongue,0.4,0.2
mogwai,travel is dangerous,0.0,0.2
maxïmo park,going missing,0.6,0.2
the smiths,some girls are bigger than others,1.0,0.6
broken social scene,pacific theme,1.0,0.2
neutral milk hotel,communist daughter,1.0,0.2
kings of leon,ragoo,1.0,0.2
beirut,scenic world,0.0,0.2
the knife,one hit,0.0,0.6
coldplay,low,0.4,0.2
radiohead,treefingers,0.6,0.8
yeah yeah yeahs,man,0.4,0.2
radiohead,bullet proof..i wish i was,0.6,0.6
editors,an end has a start,0.2,0.2
the dresden dolls,half jack,0.2,0.8
the knife,girls' night out,0.0,0.2
the stone roses,waterfall,1.0,0.2
imogen heap,daylight robbery,0.2,0.6
björk,big time sensuality,1.0,0.2
damien rice,older chests,0.8,0.2
pink floyd,mother,0.6,0.6
the flaming lips,do you realize??,1.0,0.2
radiohead,in limbo,0.6,0.8
franz ferdinand,no you girls,0.6,0.6
blur,beetlebum,0.4,0.6
moby,why does my heart feel so bad?,0.4,0.2
justice,phantom,0.0,0.2
the beach boys,good vibrations,0.6,0.8
massive attack,exchange,0.0,0.6
placebo,36 degrees,0.0,0.2
metallica,battery,0.0,0.6
the strokes,the modern age,1.0,0.2
battles,atlas,0.8,0.2
the stone roses,made of stone,0.8,0.6
jeff buckley,mojo pin,0.4,0.8
joy division,passover,0.0,0.2
foals,balloons,0.0,0.2
in flames,come clarity,0.0,0.2
wolf parade,i'll believe in anything,0.6,0.6
death cab for cutie,death of an interior decorator,0.8,0.6
explosions in the sky,first breath after coma,0.6,0.2
lily allen,littlest things,0.0,0.8
placebo,slave to the wage,0.0,0.2
slayer,raining blood,0.0,0.8
the beatles,taxman,0.8,0.6
metallica,whiskey in the jar,1.0,0.6
death from above 1979,black history month,0.0,0.2
the new pornographers,use it,1.0,0.6
clap your hands say yeah,let the cool goddess rust away,0.6,0.6
tegan and sara,back in your head,0.0,0.2
siouxsie and the banshees,hong kong garden,1.0,0.2
mika,lollipop,1.0,0.2
nine inch nails,we're in this together,0.0,0.2
patrick wolf,teignmouth,0.0,0.6
portishead,hunter,0.0,0.8
tool,intension,0.4,0.6
thom yorke,analyse,0.0,0.6
feist,brandy alexander,1.0,0.6
maxïmo park,i want you to stay,0.6,0.2
red hot chili peppers,can't stop,0.4,0.2
marilyn manson,the beautiful people,0.0,0.6
dread zeppelin,good times bad times,1.0,0.6
the beatles,in my life,1.0,0.6
jem,they,0.0,0.8
patrick wolf,overture,0.8,0.6
m.i.a.,boyz,0.4,0.2
frou frou,breathe in,0.0,0.6
bright eyes,at the bottom of everything,1.0,0.2
r.e.m.,nightswimming,1.0,0.4
modest mouse,fire it up,0.8,0.6
air,once upon a time,0.0,0.6
slipknot,duality,0.0,0.2
kasabian,shoot the runner,1.0,0.6
björk,hidden place,0.0,0.6
slayer,angel of death,0.0,0.8
joanna newsom,the book of right-on,0.6,0.6
black rebel motorcycle club,still suspicion holds you tight,0.0,0.6
explosions in the sky,the only moment we were alone,1.0,0.2
tool,forty six & 2,0.0,0.8
beirut,la banlieue,0.4,0.6
ac/dc,hells bells,0.4,0.6
kt tunstall,other side of the world,1.0,0.2
the rolling stones,gimme shelter,0.0,0.4
animal collective,my girls,1.0,0.2
dread zeppelin,heartbreaker,0.6,0.6
sigur rós,untitled 4,0.8,0.2
violent femmes,blister in the sun,1.0,0.0
cansei de ser sexy,art bitch,0.4,0.2
gorillaz,kids with guns,0.0,0.2
joy division,no love lost,0.0,0.2
fleet foxes,tiger mountain peasant song,0.0,0.2
boards of canada,wildlife analysis,0.6,0.6
imogen heap,just for now,0.8,0.6
bloc party,price of gas,0.0,0.6
onerepublic,stop and stare,0.8,0.2
imogen heap,the walk,0.4,0.6
gary numan,cars,0.0,0.2
boards of canada,'84 pontiac dream,0.6,0.6
nine inch nails,the perfect drug,0.0,0.6
a perfect circle,imagine,0.0,0.8
placebo,teenage angst,0.0,0.2
the strokes,under control,1.0,0.2
pixies,broken face,0.4,0.6
yeah yeah yeahs,the sweets,0.0,0.2
editors,smokers outside the hospital doors,0.8,0.4
the fratellis,henrietta,1.0,0.2
cat power,lived in bars,1.0,0.2
radiohead,you and whose army?,0.2,0.4
a perfect circle,the hollow,0.0,0.6
the kinks,lola,1.0,0.6
wolf parade,fancy claps,0.2,0.6
cat power,living proof,1.0,0.4
antony and the johnsons,fistful of love,1.0,0.6
marilyn manson,tainted love,0.0,0.2
of montreal,disconnect the dots,1.0,0.8
wolf parade,dear sons and daughters of hungry ghosts,0.0,0.6
editors,lights,0.0,0.2
the smiths,reel around the fountain,0.6,0.6
rufus wainwright,hallelujah,0.8,0.4
nine inch nails,the frail,0.2,0.6
architecture in helsinki,scissor paper rock,0.8,0.4
kate nash,foundations,1.0,0.2
black sabbath,iron man,0.0,0.2
the shins,one by one all day,0.8,0.6
modest mouse,we've got everything,1.0,0.2
lily allen,not big,1.0,0.2
cansei de ser sexy,alcohol,0.4,0.2
panic at the disco,camisado,0.0,0.6
lcd soundsystem,all my friends,1.0,0.0
placebo,nancy boy,0.4,0.2
coldplay,high speed,1.0,0.2
a perfect circle,magdalena,0.0,0.6
tegan and sara,the con,0.4,0.2
razorlight,america,1.0,0.2
the beatles,for no one,1.0,0.6
band of horses,our swords,1.0,0.2
nelly furtado,promiscuous (feat. timbaland),0.0,0.4
foals,olympic airways,0.0,0.2
black kids,i'm not gonna teach your boyfriend how to dance with you,1.0,0.2
johnny cash,folsom prison blues,1.0,0.0
animal collective,leaf house,0.6,0.6
feist,lonely lonely,0.0,0.6
the kooks,always where i need to be,1.0,0.2
beck,gamma ray,0.0,0.4
architecture in helsinki,heart it races,0.6,0.6
u2,pride (in the name of love),1.0,0.2
portishead,we carry on,0.0,0.6
the fratellis,whistle for the choir,1.0,0.2
modest mouse,satin in a coffin,0.0,0.4
kings of leon,soft,0.6,0.6
the shins,turn a square,1.0,0.6
boards of canada,peacock tail,0.6,0.6
evanescence,lithium,0.6,0.6
pink floyd,goodbye blue sky,0.6,0.2
travis,side,1.0,0.2
ladytron,sugar,0.0,0.2
yann tiersen,j'y suis jamais allé,0.0,0.4
phoenix,if i ever feel better,0.6,0.6
band of horses,part one,0.8,0.2
new order,age of consent,,
elliott smith,pitseleh,0.6,0.8
band of horses,weed party,1.0,0.2
lcd soundsystem,tribulations,0.6,0.2
guns n' roses,don't cry,1.0,0.2
garbage,i think i'm paranoid,0.4,0.6
yeah yeah yeahs,warrior,0.4,0.2
black rebel motorcycle club,six barrel shotgun,0.0,0.2
the clash,the guns of brixton,0.0,0.6
the doors,break on through (to the other side),0.2,0.4
the national,guest room,0.4,0.2
depeche mode,john the revelator,0.0,0.2
the beatles,oh! darling,1.0,0.6
kings of leon,molly's chambers,0.4,0.6
the beatles,across the universe,0.8,0.2
christina aguilera,ain't no other man,0.6,0.6
fleet foxes,he doesn't know why,0.8,0.6
foals,cassius,0.0,0.2
nine inch nails,piggy,0.0,0.2
keane,crystal ball,0.6,0.2
keane,nothing in my way,0.6,0.2
queens of the stone age,burn the witch,0.4,0.6
the smiths,that joke isn't funny anymore,0.0,0.8
iron & wine,boy with a coin,0.0,0.2
metric,wet blanket,0.0,0.2
stereophonics,maybe tomorrow,1.0,0.4
pearl jam,even flow,0.4,0.6
broken social scene,late nineties bedroom rock for the missionaries,0.6,0.6
pavement,cut your hair,1.0,0.2
the verve,love is noise,0.8,0.6
broken social scene,shampoo suicide,0.4,0.6
justin timberlake,my love,0.0,0.2
audioslave,what you are,0.0,0.6
my chemical romance,i'm not okay (i promise),1.0,0.2
we are scientists,this scene is dead,1.0,0.2
modest mouse,dance hall,0.0,0.2
kaiser chiefs,saturday night,1.0,0.2
joanna newsom,bridges and balloons,1.0,0.4
the goo goo dolls,slide,1.0,0.2
yeah yeah yeahs,mysteries,0.4,0.2
arctic monkeys,the bad thing,0.0,0.6
radiohead,sulk,0.8,0.6
the cure,why can't i be you?,1.0,0.2
radiohead,you,0.8,0.6
mogwai,acid food,0.8,0.2
röyksopp,circuit breaker,0.0,0.4
muse,hyper music,0.0,0.8
wilco,heavy metal drummer,1.0,0.2
jet,look what you've done,1.0,0.4
regina spektor,field below,0.0,0.6
the dresden dolls,missed me,0.0,0.8
band of horses,no one's gonna love you,1.0,0.2
belle and sebastian,expectations,0.8,0.2
coldplay,death and all his friends,0.6,0.6
beirut,forks and knives (la fête),0.8,0.6
the beatles,octopus's garden,1.0,0.6
ladytron,international dateline,0.0,0.2
bon iver,lump sum,0.0,0.6
jack johnson,never know,,
digitalism,pogo,1.0,0.2
oasis,the importance of being idle,0.0,0.4
the flaming lips,fight test,1.0,0.2
rammstein,du hast,0.4,0.6
the beatles,a day in the life,0.6,1.0
a perfect circle,pet,0.0,0.6
kings of leon,knocked up,0.8,0.6
britney spears,ooh ooh baby,0.2,0.2
keane,spiralling,1.0,0.4
norah jones,come away with me,1.0,0.4
black rebel motorcycle club,stop,0.0,0.2
rage against the machine,bulls on parade,0.0,0.2
jeff buckley,lilac wine,0.0,0.8
the prodigy,firestarter,0.0,0.2
patrick wolf,augustine,1.0,0.6
nine inch nails,something i can never have,0.0,0.2
the killers,this river is wild,1.0,0.6
